problem_id,fen,mate_n,risposta_giusta,timed_pred,timed_correct,untimed_pred,untimed_correct,llm_pred,llm_correct,llm_error
chesscom_772_102,8/6K1/8/3k4/p7/Pp2Q3/1P2R3/8 w - - 1 52,6,e2d2,e3e6,False,e3e6,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_772_108,8/6K1/1k6/8/p2R4/PpQ5/1P6/8 w - - 7 55,4,d4b4,c3c8,False,c3c8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_772_114,8/k5K1/1R6/2Q5/p7/Pp6/1P6/8 w - - 13 58,1,c5a5,b6b8,False,b6b8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_805_69,3r1k1r/R4p2/1p2p1p1/3p4/6B1/1P3R2/5PK1/3nq3 b - - 2 35,2,e1h1,e1h1,True,e1h1,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_819_51,r5k1/1p3ppp/5n2/p1P5/Q2P2q1/3n4/5P1P/5R1K b - - 4 26,4,g4f3,d3f4,False,d3f4,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_808_78,3k3r/1R4p1/2R2n2/2N1p3/2P1p3/P7/5Pp1/6K1 w - - 4 40,2,c5e6,b7g7,False,b7g7,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_815_60,4r3/2B4k/ppN3p1/3P2Kp/2P5/2N5/PP4PP/R4R2 w - - 2 31,7,f1f7,c6a7,False,f1f8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_823_60,1R6/6pk/2pN1p1p/8/8/2n1PQP1/6B1/6K1 w - - 2 31,2,f3f5,f3c6,False,f3c6,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_825_69,4k3/3r1p2/2p1pr2/p2pq2p/Pp4p1/1P1P2P1/3K4/8 b - a3 0 35,2,f6f2,e5c3,False,e5c3,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_831_54,r4rk1/pp3p2/2b5/4B1Np/6q1/P3P3/5PP1/1Q1R2K1 w - - 2 28,1,b1h7,b1h7,True,b1h7,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_846_54,1r4k1/5pp1/p1Q5/1NB5/8/1KP5/PP1r2P1/4RB1R w - - 0 28,2,e1e8,e1e8,True,c6a6,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_856_69,1r5k/6p1/2R3Qp/8/2PPBq2/6PP/5r2/6K1 b - - 1 35,3,f2f1,f2g2,False,f2h2,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_864_75,r4r2/6bk/8/2p3PR/2P1P3/3P4/2K5/q7 b - - 0 38,4,h7g8,g7h6,False,g7h6,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_809_147,8/8/8/8/6k1/8/5r2/6K1 b - - 17 74,2,g4g3,f2h2,False,f2f8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_832_132,1Q6/7P/4K3/8/8/8/k7/8 w - - 1 67,3,h7h8q,b8f8,False,b8f8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_834_132,3R4/8/2k5/8/3Q1K2/8/5P2/8 w - - 5 67,5,d4d6,d4d7,False,d4d7,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_863_117,6R1/8/8/2p5/8/1kp4p/7r/2K5 b - - 3 59,2,h2h1,c3c2,False,h2d2,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_867_108,8/6P1/8/pBP5/Pk6/8/6K1/8 w - - 1 55,8,c5c6,b5e8,False,c5c6,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_899_63,2r2r2/kp1Q4/P7/3Bp1q1/P1PbP1p1/8/4K1P1/R7 b - - 3 32,3,g5e3,g5e3,True,g5e3,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_899_69,2r5/kp1Q4/P7/3Bp3/P1PbP1p1/4q3/5rP1/RK6 b - - 9 35,1,e3e1,f2b2,False,f2b2,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_882_123,8/1q6/8/2k5/K7/8/8/8 b - - 15 62,1,b7b4,b7b5,False,b7b5,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_920_66,8/pp1R3Q/7b/5p1k/8/7P/r4PP1/6K1 w - - 0 34,2,h7f5,h7h6,False,g2g4,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_914_129,8/6B1/1P2q3/K1b4k/8/8/8/8 b - - 2 65,2,e6b6,e6b6,True,e6b6,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_939_105,8/8/6p1/2bP3p/1p5P/3B1K2/p1Pk2P1/8 b - - 1 53,8,a2a1q,c5e3,False,c5e3,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_953_78,5R2/p5rk/1p3K2/2p2pRp/6bP/1P6/r7/8 w - - 0 40,2,g5g7,g5g7,True,f8e8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_963_123,8/8/8/8/8/4k3/4q3/7K b - - 6 62,2,e3f3,e2a6,False,e2a6,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_968_117,8/3K1k1p/8/2q5/8/8/8/8 b - - 3 59,3,h7h5,c5e7,False,c5e7,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_968_165,1r6/8/K7/8/2k5/8/8/8 b - - 37 83,8,c4c5,b8h8,False,b8h8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_968_171,8/K7/8/2k5/8/8/1r6/8 b - - 43 86,4,c5c6,b2b3,False,b2b3,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_984_57,6k1/Np3pbp/6p1/4Pp2/5q2/PB3b2/KP6/8 b - - 0 29,5,f4e5,f4h4,False,g7e5,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_976_126,5k2/8/1R3P2/5K2/8/8/8/8 w - - 3 64,5,b6b7,f6f7,False,f6f7,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_976_132,2k5/1R3P2/4K3/8/8/8/8/8 w - - 1 67,2,b7e7,b7b8,False,b7a7,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_979_150,Q7/1PK5/8/5k2/8/8/8/8 w - - 1 76,8,b7b8q,a8h8,False,a8h8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1030_84,1r6/1P2k3/3RP1p1/2p2pNp/5P1P/4K1P1/8/8 w - - 1 43,5,d6d7,d6d7,True,d6d7,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1028_93,8/8/6k1/1P5p/K4p1P/P7/1q6/8 b - - 0 47,8,f4f3,b2h8,False,b2h8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1059_93,5k2/6R1/4p3/1p1b2p1/1P1BP1Pp/7P/7K/4r3 b - - 0 47,5,d5e4,e1e4,False,d5e4,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1060_135,8/8/K3k3/2q5/8/8/8/8 b - - 15 68,5,c5b4,c5f8,False,c5f8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1060_141,8/K7/3k4/1q6/8/8/8/8 b - - 21 71,2,d6c7,b5e8,False,b5e8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1062_81,7R/p2bk2P/5p2/3B4/2p1KPPq/7r/8/8 b - - 8 41,3,h4e1,h3d3,False,h3d3,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1076_60,8/3kn3/Bp1p1Q2/5Pp1/p7/8/PPP2P1K/8 w - - 1 31,5,a6b5,f6e6,False,f6e6,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1076_72,6Q1/2k2P2/1p1n4/1B1p4/p4P2/8/PPP4K/8 w - - 1 37,3,f7f8q,g8h8,False,g8h8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1093_72,8/3k4/5Q1B/6R1/8/2N5/PPP2PPP/2K2B1R w - - 10 37,2,g5g7,c3e4,False,f6h8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1087_78,5N2/6kp/8/4pR1P/4P1P1/5PK1/3r4/8 w - - 5 40,2,f8e6,h5h6,False,h5h6,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1115_69,8/p1p2pkp/6p1/8/8/3P1K2/7q/4r3 b - - 1 35,4,e1f1,h2e2,False,h2e2,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1117_63,2r3k1/7p/pK3npP/8/P6b/5P2/P1P5/3r4 b - - 2 32,4,d1b1,a6a5,False,a6a5,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1123_39,r3k2r/1p3pp1/p4p1p/P1b5/3p1P2/3n4/7P/3KBq2 b kq - 0 20,4,f1e1,f1e1,True,f1e1,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1120_60,8/4k1pp/3ppn2/1Q2N3/4P3/3B4/P3NPPP/4K2R w K - 0 31,4,b5b7,e5g6,False,b5b8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1133_75,2bk4/6q1/5r2/7P/5P2/4K3/3p4/8 b - - 1 38,3,d2d1q,f6f4,False,g7h8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99518,"
chesscom_1132_93,8/8/7k/8/3p4/8/q7/3K4 b - - 1 47,2,d4d3,a2g8,False,a2g8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1132_99,8/8/8/7k/8/8/q2pK3/8 b - - 3 50,4,a2c2,d2d1q,False,d2d1q,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1166_54,6nr/p6p/2QB1p2/3N2p1/P2kP3/2p5/5PPP/R5K1 w - - 0 28,2,a1d1,c6c3,False,c6c3,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1146_108,3k4/8/3p4/3K4/8/8/8/2R5 w - - 7 55,3,d5d6,c1c3,False,c1c3,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1147_147,8/8/4k3/8/5K2/2q5/3p4/8 b - - 1 74,2,d2d1q,c3e5,False,c3e5,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1171_114,5Q2/8/1P6/K5k1/8/8/8/8 w - - 1 58,5,b6b7,f8h8,False,f8h8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1207_75,2k5/B1p2p2/2p2n2/8/3r3r/8/PPP4p/4K3 b - - 0 38,3,h2h1q,f6g8,False,f6g8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1310_54,5rk1/2p1n1pp/p7/2p5/2N1P3/PP5P/1BP2P2/6RK w - - 1 28,3,g1g7,g1g7,True,g1g7,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1377_54,1k6/pppr1p1p/8/8/1PNP4/P1P3PK/5P1P/4R3 w - - 3 28,2,e1e8,c4a5,False,c4a5,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1386_45,5k1r/2p2ppp/p1p5/8/1P6/PP1r4/1B3RPP/7K b - - 0 23,2,d3d1,d3b3,False,d3b3,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1392_66,r4bk1/5p1p/2q1p1N1/4Pn2/1p6/pP6/P2K1P2/4R1R1 w - - 9 34,2,g6e7,g6e7,True,g6e7,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1366_114,8/8/6Q1/1p3QK1/k7/8/8/8 w - - 2 58,4,g6a6,f5b5,False,f5b5,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1430_42,5rk1/pbp4p/2p2P2/8/8/1P2P3/P1P3PP/R3QRK1 w - - 1 22,4,e1g3,f6f7,False,e1h4,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1430_54,2kr4/pbp2P1p/2p5/6Q1/8/1P2P3/P1P3PP/5RK1 w - - 0 28,5,g5d8,g5d8,True,g5d8,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1430_60,5Q2/pbp2R1p/2p1k3/8/8/1P2P3/P1P3PP/6K1 w - - 3 31,2,f8e7,f8e7,True,f8e7,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1443_57,2r3k1/p5p1/1p2p2p/4n3/3B2PK/P4r1P/1P6/3R3R b - - 2 29,3,e5g6,g7g5,False,g7g5,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1441_102,8/6P1/5K2/8/8/k7/p7/Q7 w - - 1 52,5,g7g8q,a1d4,False,a1d4,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1471_54,r7/1pp2k1p/p4BpQ/8/2P1b3/P3P3/3P2PP/6K1 w - - 1 28,5,h6g7,h6g7,True,h6g7,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1531_90,8/5R1Q/8/p4ppp/5k2/7P/P5P1/6K1 w - - 0 46,4,h7f5,h7f5,True,h7f5,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1555_93,6k1/p2K4/2p5/8/8/6q1/5p2/8 b - - 1 47,5,f2f1q,g3b8,False,g3b8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1563_60,3k4/1p3R1p/2pp4/p7/N1P4p/PP6/6PP/1Q2r1K1 w - - 0 31,5,b1e1,b1e1,True,b1e1,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1549_120,8/5Q1P/8/7P/3k4/6K1/8/8 w - - 1 61,5,h7h8q,f7f8,False,f7f8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1606_57,3rr1k1/p4p1p/1p2q1p1/2p5/2P1P3/1P2K1P1/P6P/5N2 b - - 0 29,4,e6e4,e6e4,True,e6e4,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1668_78,6Q1/7p/P6k/6p1/8/7P/1P2p1P1/5K2 w - - 0 40,3,f1e2,f1e2,True,f1e2,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1688_57,8/p4p1k/1p1p1p1p/4p2P/P7/3q4/KP3Pr1/8 b - - 0 29,4,g2f2,d3c4,False,d3c4,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1669_114,8/8/8/8/3K4/2Q5/5k2/8 w - - 12 58,5,d4e4,c3e3,False,c3e3,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1706_69,6k1/6p1/7p/5p2/4nN2/4P1PP/4QP1K/1rr5 b - - 0 35,3,c1h1,c1h1,True,c1h1,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1756_51,2k4r/ppp2ppp/8/8/8/5q2/2R4P/2R1K3 b - - 1 26,3,h8e8,f3d5,False,f3d5,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1766_60,1k1r4/p6p/1pQ1r1p1/4pp2/P7/2R5/1KP2q1P/8 w - - 4 31,3,c6c7,c6a8,False,c6a8,False,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
chesscom_1804_90,8/6p1/8/3PPP2/3p2Qp/r2BkP1K/8/8 w - - 5 46,5,g4e4,g4e4,True,g4e4,True,,False,"rate limited (429): {""error"":{""message"":""Rate limit reached for model `groq/compound-mini` in organization `org_01m1hdtcsketrt6zsxrmvqf1ks` service tier `on_demand` on requests per day (RPD): Limit 250, Used 250, Request"
